Token,Uid,Link
RepJimRenacci,236916916,https://twitter.com/RepJimRenacci
RepJBridenstine,1092757885,https://twitter.com/RepJBridenstine
KeithRothfus,1155212191,https://twitter.com/KeithRothfus
CongBoyle,4304448314,https://twitter.com/CongBoyle
RepJoeWilson,254082173,https://twitter.com/RepJoeWilson
RepTomRice,1058345042,https://twitter.com/RepTomRice
RepGonzalez,818536152588238849,https://twitter.com/RepGonzalez
LamarSmithTX21,15856366,https://twitter.com/LamarSmithTX21
JudgeTedPoe,74198348,https://twitter.com/JudgeTedPoe
JoaquinCastrotx,231510077,https://twitter.com/JoaquinCastrotx
MacTXPress,377534571,https://twitter.com/MacTXPress
RepKristiNoem,235251868,https://twitter.com/RepKristiNoem
MarshaBlackburn,278145569,https://twitter.com/MarshaBlackburn
Clyburn,188019606,https://twitter.com/Clyburn
RepDianeBlack,110545675,https://twitter.com/RepDianeBlack
RepCartwright,776664410,https://twitter.com/RepCartwright
RepMcCaul,26424123,https://twitter.com/RepMcCaul
RepArrington,816284664658874368,https://twitter.com/RepArrington
USRepMikeDoyle,39249305,https://twitter.com/USRepMikeDoyle
RepCohen,162069635,https://twitter.com/RepCohen
DrPhilRoe,52503751,https://twitter.com/DrPhilRoe
RepCicilline,462143773,https://twitter.com/RepCicilline
RepBetoORourke,1134292500,https://twitter.com/RepBetoORourke
RepChuck,235190657,https://twitter.com/RepChuck
RepMiaLove,2976598347,https://twitter.com/RepMiaLove
RepEBJ,168502762,https://twitter.com/RepEBJ
RobWittman,15356407,https://twitter.com/RobWittman
GerryConnolly,78445977,https://twitter.com/GerryConnolly
RepVeasey,1074129612,https://twitter.com/RepVeasey
RepRWilliams,1077446982,https://twitter.com/RepRWilliams
RepBrianBabin,2929491549,https://twitter.com/RepBrianBabin
RepRobBishop,148006729,https://twitter.com/RepRobBishop
RepComstock,2933760046,https://twitter.com/RepComstock
JudgeCarter,18030431,https://twitter.com/JudgeCarter
RepMcEachin,816181091673448448,https://twitter.com/RepMcEachin
RepCuellar,210926192,https://twitter.com/RepCuellar
RepGwenMoore,22669526,https://twitter.com/RepGwenMoore
RepGallagher,815966620300480514,https://twitter.com/RepGallagher
RepDennyHeck,1068499286,https://twitter.com/RepDennyHeck
cathymcmorris,17976923,https://twitter.com/cathymcmorris
RepJayapal,815733290955112448,https://twitter.com/RepJayapal
RepMcKinley,240427862,https://twitter.com/RepMcKinley
RepGrothman,2976606250,https://twitter.com/RepGrothman
davereichert,16102244,https://twitter.com/davereichert
RepDonBeyer,2962868158,https://twitter.com/RepDonBeyer
RepGoodlatte,37920978,https://twitter.com/RepGoodlatte
HerreraBeutler,242926427,https://twitter.com/HerreraBeutler
StaceyPlaskett,2724095695,https://twitter.com/StaceyPlaskett
RepAlLawsonJr,818472418620608512,https://twitter.com/RepAlLawsonJr
RepJudyChu,193732179,https://twitter.com/RepJudyChu
RepDavidValadao,1128514404,https://twitter.com/RepDavidValadao
SteveKingIA,48117116,https://twitter.com/SteveKingIA
RepAbraham,2962891515,https://twitter.com/RepAbraham
RepMarthaRoby,224294785,https://twitter.com/RepMarthaRoby
RepMikeRogersAL,33977070,https://twitter.com/RepMikeRogersAL
JeffFortenberry,18805303,https://twitter.com/JeffFortenberry
janschakowsky,24195214,https://twitter.com/janschakowsky
RepJuanVargas,1260172386,https://twitter.com/RepJuanVargas
Scotttaylorva,42337890,https://twitter.com/Scotttaylorva
RepWesterman,2852998461,https://twitter.com/RepWesterman
CongressmanHice,2975091705,https://twitter.com/CongressmanHice
RepPaulCook,1074412920,https://twitter.com/RepPaulCook
chelliepingree,14984637,https://twitter.com/chelliepingree
RepBobbyRush,305216911,https://twitter.com/RepBobbyRush
RepAndyBiggsAZ,816652616625168388,https://twitter.com/RepAndyBiggsAZ
RepRubenGallego,2966570782,https://twitter.com/RepRubenGallego
RepRoybalAllard,479872233,https://twitter.com/RepRoybalAllard
RepHalRogers,550401754,https://twitter.com/RepHalRogers
brettguthrie,114607567,https://twitter.com/brettguthrie
nikiinthehouse,242892689,https://twitter.com/nikiinthehouse
RepDavid,229197216,https://twitter.com/RepDavid
RepMikeCoffman,19407835,https://twitter.com/RepMikeCoffman
RepCurbelo,2853309155,https://twitter.com/RepCurbelo
RepDonBacon,818975124460335106,https://twitter.com/RepDonBacon
RepRooney,816111677917851649,https://twitter.com/RepRooney
RepJohnLarson,50452197,https://twitter.com/RepJohnLarson
RepBost,2964877294,https://twitter.com/RepBost
ToddRokita,17544524,https://twitter.com/ToddRokita
RepLipinski,1009269193,https://twitter.com/RepLipinski
RepGosar,240760644,https://twitter.com/RepGosar
RepPerlmutter,20552026,https://twitter.com/RepPerlmutter
RepScottPeters,1135486501,https://twitter.com/RepScottPeters
RepMoBrooks,237299871,https://twitter.com/RepMoBrooks
RepThomasMassie,975200486,https://twitter.com/RepThomasMassie
RepTerriSewell,381152398,https://twitter.com/RepTerriSewell
RepRoKhanna,816298918468259841,https://twitter.com/RepRoKhanna
RepMikeQuigley,56864092,https://twitter.com/RepMikeQuigley
Raul_Labrador,246341769,https://twitter.com/Raul_Labrador
RepJackBergman,815241612154417152,https://twitter.com/RepJackBergman
AnthonyBrownMD4,1378000346,https://twitter.com/AnthonyBrownMD4
USRepKCastor,1880674038,https://twitter.com/USRepKCastor
RepLukeMesser,1045853744,https://twitter.com/RepLukeMesser
justinamash,233842454,https://twitter.com/justinamash
daveloebsack,510516465,https://twitter.com/daveloebsack
Rep_Hunter,1305596696,https://twitter.com/Rep_Hunter
RepPaulMitchell,811632636598910976,https://twitter.com/RepPaulMitchell
RepKevinYoder,252819642,https://twitter.com/RepKevinYoder
RepBecerra,824281456079933442,https://twitter.com/RepBecerra
RepJimmyPanetta,796736612554117120,https://twitter.com/RepJimmyPanetta
RepJoeKennedy,1055907624,https://twitter.com/RepJoeKennedy
RepKenBuck,2862577383,https://twitter.com/RepKenBuck
RepAndyBarr,1089334250,https://twitter.com/RepAndyBarr
RepAmata,3026622545,https://twitter.com/RepAmata
RepBera,950783972,https://twitter.com/RepBera
RepVisclosky,193872188,https://twitter.com/RepVisclosky
RepSinema,1080844782,https://twitter.com/RepSinema
SteveScalise,1209417007,https://twitter.com/SteveScalise
RepValDemings,798973032362606600,https://twitter.com/RepValDemings
RepMcClintock,50152441,https://twitter.com/RepMcClintock
RepDerekKilmer,1058917562,https://twitter.com/RepDerekKilmer
RepLaHood,3686482216,https://twitter.com/RepLaHood
RepDebDingell,2970279814,https://twitter.com/RepDebDingell
RepBrianMast,814103950404239360,https://twitter.com/RepBrianMast
repdavidscott,168673083,https://twitter.com/repdavidscott
RepOHalleran,808416682972770304,https://twitter.com/RepOHalleran
RepPeteAguilar,3018670151,https://twitter.com/RepPeteAguilar
USRepKeating,232992031,https://twitter.com/USRepKeating
BradSherman,30216513,https://twitter.com/BradSherman
Call_Me_Dutch,305620929,https://twitter.com/Call_Me_Dutch
RepDennisRoss,33655490,https://twitter.com/RepDennisRoss
RepCummings,787373558,https://twitter.com/RepCummings
PeterRoskam,20015903,https://twitter.com/PeterRoskam
RepFrenchHill,2953974395,https://twitter.com/RepFrenchHill
RodneyDavis,993153006,https://twitter.com/RodneyDavis
GovRonDeSantis,1058807868,https://twitter.com/GovRonDeSantis
RepRickAllen,2964287128,https://twitter.com/RepRickAllen
repjohnlewis,29450962,https://twitter.com/repjohnlewis
RepDavidYoung,314205957,https://twitter.com/RepDavidYoung
RepMcSally,2964949642,https://twitter.com/RepMcSally
RepGaramendi,88806753,https://twitter.com/RepGaramendi
RepRodBlum,2965083477,https://twitter.com/RepRodBlum
RepHankJohnson,24745957,https://twitter.com/RepHankJohnson
RepWilson,234014087,https://twitter.com/RepWilson
CongMikeSimpson,76132891,https://twitter.com/CongMikeSimpson
RepLowenthal,1055730738,https://twitter.com/RepLowenthal
RepBillFoster,1080509366,https://twitter.com/RepBillFoster
repblumenauer,15954997,https://twitter.com/repblumenauer
RepMarkTakano,1037321378,https://twitter.com/RepMarkTakano
MarioDB,37094727,https://twitter.com/MarioDB
RepSarbanes,364415553,https://twitter.com/RepSarbanes
RepHanabusa,235373000,https://twitter.com/RepHanabusa
RepRobWoodall,2382685057,https://twitter.com/RepRobWoodall
RepLaMalfa,1069124515,https://twitter.com/RepLaMalfa
CongressmanRaja,814179031956488192,https://twitter.com/CongressmanRaja
RepStephMurphy,796183515998068736,https://twitter.com/RepStephMurphy
DanaRohrabacher,19139963,https://twitter.com/DanaRohrabacher
RepCardenas,1222257180,https://twitter.com/RepCardenas
EleanorNorton,23600262,https://twitter.com/EleanorNorton
RepAndreCarson,199325935,https://twitter.com/RepAndreCarson
RepSchneider,1071840474,https://twitter.com/RepSchneider
DorisMatsui,38254095,https://twitter.com/DorisMatsui
gracenapolitano,161411080,https://twitter.com/gracenapolitano
RepErikPaulsen,17513304,https://twitter.com/RepErikPaulsen
RepSmucker,41417564,https://twitter.com/RepSmucker
RepRichardNeal,442824717,https://twitter.com/RepRichardNeal
RepSamGraves,29766367,https://twitter.com/RepSamGraves
TomRooney,23970171,https://twitter.com/TomRooney
RepLoisFrankel,1077121945,https://twitter.com/RepLoisFrankel
RepBarragan,816833925456789505,https://twitter.com/RepBarragan
RepHuffman,1071102246,https://twitter.com/RepHuffman
RepCheri,1092979962,https://twitter.com/RepCheri
RepPoliquin,2932617195,https://twitter.com/RepPoliquin
GOPLeader,19739126,https://twitter.com/GOPLeader
RepDLamborn,584012853,https://twitter.com/RepDLamborn
repsandylevin,25781141,https://twitter.com/repsandylevin
RepGarretGraves,2951574214,https://twitter.com/RepGarretGraves
RepJimBanks,816131319033950208,https://twitter.com/RepJimBanks
rosadelauro,140519774,https://twitter.com/rosadelauro
RepBonamici,558769636,https://twitter.com/RepBonamici
RepLBR,817050219007328258,https://twitter.com/RepLBR
RepDavidEPrice,155669457,https://twitter.com/RepDavidEPrice
RepLanceNJ7,613725908,https://twitter.com/RepLanceNJ7
RepPeteKing,18277655,https://twitter.com/RepPeteKing
RepBillFlores,237312687,https://twitter.com/RepBillFlores
RepTenney,797201048490430465,https://twitter.com/RepTenney
repdinatitus,122174004,https://twitter.com/repdinatitus
RepMarkMeadows,963480595,https://twitter.com/RepMarkMeadows
RepMGriffith,234057152,https://twitter.com/RepMGriffith
boblatta,15394954,https://twitter.com/boblatta
RepHultgren,237814920,https://twitter.com/RepHultgren
RepBarbaraLee,248735463,https://twitter.com/RepBarbaraLee
RepAnnaEshoo,249348006,https://twitter.com/RepAnnaEshoo
RepRaskin,806906355214852096,https://twitter.com/RepRaskin
RepShimkus,15600527,https://twitter.com/RepShimkus
USRepRickNolan,1055685948,https://twitter.com/USRepRickNolan
RepTomMacArthur,2962994194,https://twitter.com/RepTomMacArthur
RepAdrianSmith,296245061,https://twitter.com/RepAdrianSmith
SamsPressShop,249288197,https://twitter.com/SamsPressShop
DesJarlaisTN04,235312723,https://twitter.com/DesJarlaisTN04
RepDaveJoyce,976969338,https://twitter.com/RepDaveJoyce
RepGeneGreen,111635527,https://twitter.com/RepGeneGreen
RepChrisSmith,1289319271,https://twitter.com/RepChrisSmith
RepStefanik,2962813893,https://twitter.com/RepStefanik
RepKihuen,816282029276938240,https://twitter.com/RepKihuen
RepBradWenstrup,518644221,https://twitter.com/RepBradWenstrup
RepRatcliffe,2847221717,https://twitter.com/RepRatcliffe
RepLeeZeldin,2750127259,https://twitter.com/RepLeeZeldin
RepBonnie,2968451607,https://twitter.com/RepBonnie
repjoecrowley,111635980,https://twitter.com/repjoecrowley
RepLujanGrisham,1061385474,https://twitter.com/RepLujanGrisham
BennieGThompson,82453460,https://twitter.com/BennieGThompson
PeterWelch,1410590874,https://twitter.com/PeterWelch
RepChrisCollins,1058256326,https://twitter.com/RepChrisCollins
RepMikeTurner,51228911,https://twitter.com/RepMikeTurner
RepJoseSerrano,33563161,https://twitter.com/RepJoseSerrano
virginiafoxx,16256269,https://twitter.com/virginiafoxx
RepMullin,1060370282,https://twitter.com/RepMullin
RepTomSuozzi,816705409486618624,https://twitter.com/RepTomSuozzi
RepJeffries,467823431,https://twitter.com/RepJeffries
DavidRouzer,127941167,https://twitter.com/DavidRouzer
USRepRodney,1382011333,https://twitter.com/USRepRodney
RepMaloney,258900199,https://twitter.com/RepMaloney
RepKevinCramer,1048784496,https://twitter.com/RepKevinCramer
MarkAmodeiNV2,402719755,https://twitter.com/MarkAmodeiNV2
BobbyScott,161791703,https://twitter.com/BobbyScott
RepJoeBarton,19929362,https://twitter.com/RepJoeBarton
RepJenniffer,819744763020775425,https://twitter.com/RepJenniffer
HurdOnTheHill,2963445730,https://twitter.com/HurdOnTheHill
Jim_Jordan,18166778,https://twitter.com/Jim_Jordan
PatTiberi,912608010,https://twitter.com/PatTiberi
BillPascrell,74508260,https://twitter.com/BillPascrell
repjimcooper,22523087,https://twitter.com/repjimcooper
repgregwalden,32010840,https://twitter.com/repgregwalden
MikeKellyPA,935368364,https://twitter.com/MikeKellyPA
RepLoBiondo,241207373,https://twitter.com/RepLoBiondo
WarrenDavidson,742735530287304704,https://twitter.com/WarrenDavidson
RepCharlieDent,242376736,https://twitter.com/RepCharlieDent
RepTomMarino,240363117,https://twitter.com/RepTomMarino
JimLangevin,18909919,https://twitter.com/JimLangevin
RepMarciaFudge,153486399,https://twitter.com/RepMarciaFudge
JacksonLeeTX18,80612021,https://twitter.com/JacksonLeeTX18
RepAlGreen,156333623,https://twitter.com/RepAlGreen
RepTedBudd,817138492614524928,https://twitter.com/RepTedBudd
RepDaveBrat,2560169238,https://twitter.com/RepDaveBrat
RepPeteOlson,20053279,https://twitter.com/RepPeteOlson
RepMarkWalker,2966205003,https://twitter.com/RepMarkWalker
NitaLowey,221792092,https://twitter.com/NitaLowey
RepAnnieKuster,1058717720,https://twitter.com/RepAnnieKuster
ConawayTX11,295685416,https://twitter.com/ConawayTX11
DonaldNorcross,3122099613,https://twitter.com/DonaldNorcross
RepAnnWagner,1051446626,https://twitter.com/RepAnnWagner
TomColeOK04,23124635,https://twitter.com/TomColeOK04
RepJerryNadler,40302336,https://twitter.com/RepJerryNadler
RepDelBene,995193054,https://twitter.com/RepDelBene
RepKayGranger,161743731,https://twitter.com/RepKayGranger
RepSires,18696134,https://twitter.com/RepSires
PatrickMcHenry,27676828,https://twitter.com/PatrickMcHenry
RepGraceMeng,1051127714,https://twitter.com/RepGraceMeng
GKButterfield,432676344,https://twitter.com/GKButterfield
FrankPallone,31801993,https://twitter.com/FrankPallone
RepHartzler,237763317,https://twitter.com/RepHartzler
RepChrisStewart,1072008757,https://twitter.com/RepChrisStewart
RepBrianFitz,816303263586914304,https://twitter.com/RepBrianFitz
PeteSessions,24735461,https://twitter.com/PeteSessions
RepSheaPorter,126171100,https://twitter.com/RepSheaPorter
TGowdySC,237348797,https://twitter.com/TGowdySC
TXRandy14,1058051748,https://twitter.com/TXRandy14
RepJasonSmith,1623308912,https://twitter.com/RepJasonSmith
RepEliotEngel,164007407,https://twitter.com/RepEliotEngel
RepPittenger,950328072,https://twitter.com/RepPittenger
RepTimRyan,13491312,https://twitter.com/RepTimRyan
RepJohnFaso,815931811348017152,https://twitter.com/RepJohnFaso
RepHolding,1058460818,https://twitter.com/RepHolding
replouiegohmert,22055226,https://twitter.com/replouiegohmert
RepJohnDuncanJr,1883356866,https://twitter.com/RepJohnDuncanJr
RepAdams,2916086925,https://twitter.com/RepAdams
RepKenMarchant,23976316,https://twitter.com/RepKenMarchant
RepJeffDuncan,240393970,https://twitter.com/RepJeffDuncan
GreggHarper,23712174,https://twitter.com/GreggHarper
RepJohnKatko,2966765501,https://twitter.com/RepJohnKatko
RepDonaldPayne,1155335864,https://twitter.com/RepDonaldPayne
michaelcburgess,15751083,https://twitter.com/michaelcburgess
RepRichHudson,935033864,https://twitter.com/RepRichHudson
RepRickLarsen,404132211,https://twitter.com/RepRickLarsen
louiseslaughter,63169388,https://twitter.com/louiseslaughter
RepLloydDoggett,153944899,https://twitter.com/RepLloydDoggett
RepSanfordSC,1499993378,https://twitter.com/RepSanfordSC
RepRonKind,112740986,https://twitter.com/RepRonKind
RepNewhouse,2930635215,https://twitter.com/RepNewhouse
RepLizCheney,816719802328715264,https://twitter.com/RepLizCheney
RepSeanDuffy,234022257,https://twitter.com/RepSeanDuffy
RepAdamSmith,58928690,https://twitter.com/RepAdamSmith
RepAlexMooney,2964526557,https://twitter.com/RepAlexMooney
RepKevinBrady,19926675,https://twitter.com/RepKevinBrady
RepBillShuster,22527499,https://twitter.com/RepBillShuster
CongCulberson,24183358,https://twitter.com/CongCulberson
RepHensarling,18566912,https://twitter.com/RepHensarling
jasoninthehouse,17800215,https://twitter.com/jasoninthehouse
RepKathleenRice,2970462034,https://twitter.com/RepKathleenRice
RepFilemonVela,1083448909,https://twitter.com/RepFilemonVela
RepSteveChabot,237750442,https://twitter.com/RepSteveChabot
repmarkpocan,1206227149,https://twitter.com/repmarkpocan
SpeakerRyan,18916432,https://twitter.com/SpeakerRyan
RepEvanJenkins,2953713339,https://twitter.com/RepEvanJenkins
JimPressOffice,851621377,https://twitter.com/JimPressOffice
RepFrankLucas,242772524,https://twitter.com/RepFrankLucas
CongPalazzo,299883942,https://twitter.com/CongPalazzo
teammoulton,3091316093,https://twitter.com/teammoulton
RepPaulTonko,84119348,https://twitter.com/RepPaulTonko
RepBobGibbs,234822928,https://twitter.com/RepBobGibbs
DrNealDunnFL2,815952318487298048,https://twitter.com/DrNealDunnFL2
RepAndyHarrisMD,960962340,https://twitter.com/RepAndyHarrisMD
RepKinzinger,219429281,https://twitter.com/RepKinzinger
RepBrianHiggins,33576489,https://twitter.com/RepBrianHiggins
RepJohnConyers,138770045,https://twitter.com/RepJohnConyers
RepRaulGrijalva,28602948,https://twitter.com/RepRaulGrijalva
TulsiPress,1064206014,https://twitter.com/TulsiPress
RepGutierrez,36948268,https://twitter.com/RepGutierrez
RepTomGraves,190328374,https://twitter.com/RepTomGraves
RepLynnJenkins,19658173,https://twitter.com/RepLynnJenkins
RepTrentKelly,3317799825,https://twitter.com/RepTrentKelly
RepTomEmmer,2914515430,https://twitter.com/RepTomEmmer
repdonyoung,37007274,https://twitter.com/repdonyoung
RepDarrenSoto,818713465653051392,https://twitter.com/RepDarrenSoto
RepAnthonyBrown,823552974253342721,https://twitter.com/RepAnthonyBrown
RepRutherfordFL,828977216595849216,https://twitter.com/RepRutherfordFL
RepScottTaylor,837722935095930883,https://twitter.com/RepScottTaylor
RepClayHiggins,843636970538618880,https://twitter.com/RepClayHiggins
RepMikeJohnson,827279765287559171,https://twitter.com/RepMikeJohnson
RepMattGaetz,818948638890217473,https://twitter.com/RepMattGaetz
RepLouCorrea,815985039485837312,https://twitter.com/RepLouCorrea
RepRonEstes,854715071116849157,https://twitter.com/RepRonEstes
RepDevinNunes,344972339,https://twitter.com/RepDevinNunes
RepTomGarrett,818460870573441028,https://twitter.com/RepTomGarrett
karenhandel,15673703,https://twitter.com/karenhandel
gianforte,26574496,https://twitter.com/gianforte
JimmyGomezCA,398193180,https://twitter.com/JimmyGomezCA
RalphNorman,61886317,https://twitter.com/RalphNorman
RepMaxineWaters,36686040,https://twitter.com/RepMaxineWaters
RepGregoryMeeks,22812754,https://twitter.com/RepGregoryMeeks
RepDavidKustoff,816012124505931780,https://twitter.com/RepDavidKustoff
ConorLambPA,855240223432769538,https://twitter.com/ConorLambPA
RepBlaine,1849261916,https://twitter.com/RepBlaine
MIDaveTrott,2869746172,https://twitter.com/MIDaveTrott
RepBrownley,1243902714,https://twitter.com/RepBrownley
